Gene	sgRNA	ATRT_common|beta	ATRT_common|z	ATRT_common|p-value	ATRT_common|fdr	ATRT_common|wald-p-value	ATRT_common|wald-fdr
FIBP	4	0.97846	0.96205	0.0021452	0.041206	0.33603	0.547
RGL4	4	0.34953	1.3528	0.71845	0.94016	0.17611	0.47241
CHID1	4	0.22603	1.0277	0.87223	0.97366	0.30407	0.52788
NOLC1	4	-0.15769	-0.31038	0.13782	0.54009	0.75628	0.83825
CASKIN2	4	0.25286	0.77835	0.9618	0.9947	0.43636	0.61106
COL18A1	4	0.53451	1.4891	0.21808	0.65003	0.13645	0.47241
PKIG	4	0.37728	1.5754	0.62568	0.90963	0.11516	0.47241
CLDN8	4	0.024193	0.14118	0.36218	0.77977	0.88772	0.9293
DHRS3	4	0.45397	1.496	0.39844	0.80744	0.13466	0.47241
MAPKAPK2	4	0.45508	0.66536	0.39609	0.80667	0.50582	0.65924
IL20	4	0.17884	0.9779	0.73551	0.94333	0.32813	0.54225
LINGO4	4	-0.15475	-1.3866	0.14028	0.5451	0.16556	0.47241
C11orf42	4	0.45563	1.5613	0.39504	0.80602	0.11846	0.47241
FAM127A	4	0.48457	0.69733	0.32126	0.74896	0.4856	0.64467
POLD1	4	-0.61541	-2.0839	0.0087903	0.11328	0.037172	0.44625
NEURL1	4	0.24028	0.76364	0.91832	0.98598	0.44508	0.61667
TDG	4	0.14321	0.49719	0.63541	0.91356	0.61906	0.73902
EXOSC5	4	-0.030249	-0.098413	0.27569	0.71189	0.9216	0.95112
ZNF653	4	0.067987	0.46858	0.45375	0.83971	0.63937	0.75503
CHRND	4	0.024809	0.18467	0.36312	0.78065	0.85349	0.90687
ATAD3A	4	0.42974	1.4796	0.46369	0.84439	0.13897	0.47241
TPGS1	4	0.41462	1.017	0.50853	0.86707	0.30917	0.53106
PDSS1	4	0.19432	0.42362	0.77799	0.95508	0.67185	0.77854
KLC2	4	0.45785	1.3273	0.38923	0.80335	0.1844	0.47241
ASPHD1	4	0.5859	1.7385	0.13677	0.53753	0.082126	0.47241
SNX13	4	0.23919	1.4545	0.91539	0.9858	0.14581	0.47241
GLUD1	4	0.31044	1.2367	0.84879	0.96935	0.2162	0.48302
ODF3L1	4	0.32814	1.1412	0.78977	0.95714	0.2538	0.4971
FSD1	4	0.31467	1.6004	0.8356	0.96699	0.10952	0.47241
CCKBR	4	0.36538	1.213	0.66477	0.92079	0.22512	0.48512
PKP3	4	-0.11808	-0.54572	0.1724	0.59452	0.58526	0.71477
ICAM4	4	0.56099	1.7243	0.17199	0.59407	0.084647	0.47241
DNMT3A	4	0.56721	1.6746	0.16225	0.57844	0.094009	0.47241
LAT	4	0.40492	1.4522	0.53956	0.88126	0.14645	0.47241
RAB4B	4	0.092025	0.57873	0.50555	0.86571	0.56277	0.699
CDK5	4	0.30131	1.4549	0.88013	0.97655	0.14571	0.47241
KLRG2	4	0.31639	1.0565	0.82953	0.96553	0.29073	0.51946
SULT1A3	4	-0.37362	-1.3518	0.040446	0.29777	0.17644	0.47241
KLK10	4	0.38574	1.7991	0.599	0.90057	0.072002	0.47241
RPP30	4	-0.77411	-2.7484	0.0027731	0.05	0.0059882	0.13155
TBX21	4	0.43728	1.4351	0.44292	0.83391	0.15126	0.47241
CSNK1A1	4	-0.75578	-2.4798	0.003244	0.055655	0.013144	0.2235
CLK2	4	-0.22058	-1.4711	0.095385	0.45405	0.14126	0.47241
SSNA1	4	0.2975	0.90882	0.89331	0.97952	0.36345	0.56455
AGAP2	4	0.054271	0.29203	0.4224	0.82068	0.77026	0.84795
LRRC3	4	0.24738	0.8828	0.94286	0.99029	0.37734	0.57356
UFC1	4	0.072868	0.29192	0.46364	0.84439	0.77035	0.848
TMEM190	4	0.70132	0.85276	0.042486	0.30607	0.39379	0.5841
RAB3IL1	4	0.45913	1.4248	0.38526	0.80035	0.15422	0.47241
PROCA1	4	0.38955	0.74757	0.58769	0.89715	0.45472	0.62329
PXMP2	4	0.58595	1.2977	0.13672	0.53753	0.1944	0.47689
MBD3L4	4	-0.62194	-2.2837	0.0083717	0.10959	0.02239	0.31643
HIST2H3D	3	-0.17847	-0.58527	0.16665	0.58462	0.55836	0.69592
MYO15A	4	0.078028	0.32121	0.47462	0.85148	0.74805	0.83261
COX7C	4	-0.79615	-2.5809	0.0022499	0.04249	0.009853	0.18187
DOLK	4	-0.66665	-1.4541	0.0064357	0.091997	0.14593	0.47241
BMPER	4	0.42984	1.5848	0.46327	0.84428	0.113	0.47241
LILRB2	4	0.27508	0.87924	0.96698	0.99501	0.37927	0.57515
BEAN1	4	0.019781	0.17203	0.35543	0.77663	0.86341	0.91359
NLE1	4	-1.2184	-3.2666	0	0	0.0010884	0.040708
FLJ44635	4	0.24064	1.0051	0.91916	0.98598	0.31486	0.53413
COL26A1	4	0.24301	1.1208	0.92612	0.98739	0.26236	0.50212
JRK	4	0.40274	1.3974	0.54767	0.88478	0.16229	0.47241
BDH1	4	0.19781	0.90868	0.78699	0.9562	0.36352	0.56455
SRRM3	4	0.38692	1.4669	0.59544	0.89942	0.14241	0.47241
GALP	3	0.23952	0.80121	0.9076	0.98342	0.42301	0.60255
ESPNL	4	0.4915	1.5485	0.30525	0.73808	0.1215	0.47241
HIST2H3C	4	-0.15556	-0.8097	0.1397	0.54412	0.41811	0.59954
SCARA3	4	0.23696	0.57879	0.90817	0.98342	0.56273	0.699
CELSR2	4	0.26851	1.1729	0.9876	0.99857	0.24082	0.49112
TMEM262	4	0.36458	1.4805	0.66696	0.92159	0.13874	0.47241
MPC2	4	0.39989	1.0885	0.55599	0.88736	0.27638	0.51098
ATG9A	4	-0.62294	-2.5083	0.0083717	0.10959	0.012132	0.21079
PLA2G5	4	0.5122	0.63532	0.26109	0.69678	0.52522	0.67306
ANGPTL2	4	0.47527	1.2295	0.34303	0.76813	0.21888	0.48329
KCNN4	4	-0.048331	-0.25524	0.24974	0.68595	0.79854	0.86818
TEX30	4	-0.47704	-1.9761	0.021662	0.20444	0.048147	0.47241
PLXNA1	4	0.053439	0.3608	0.42099	0.8206	0.71825	0.81161
TUBA3E	4	0.47506	1.4061	0.34366	0.76846	0.1597	0.47241
COPRS	4	0.04879	0.31715	0.41	0.81326	0.75113	0.83516
TP53I13	4	0.33748	1.5124	0.76005	0.95093	0.13044	0.47241
TNKS	4	0.059946	0.39918	0.43507	0.82877	0.68976	0.79124
GPR37L1	3	0.02715	0.16822	0.41958	0.82008	0.86641	0.91571
MMP15	4	0.53372	1.6793	0.21918	0.65042	0.093092	0.47241
RRM1	4	-1.5862	-4.8449	0	0	1.2668e-06	0.00051051
WDR59	4	0.013213	0.04576	0.34413	0.76909	0.9635	0.97769
PRICKLE2	4	0.29774	1.368	0.89269	0.97951	0.17132	0.47241
PHOX2B	4	0.23625	1.2405	0.90634	0.9832	0.21479	0.48282
EYA1	4	0.46485	1.5516	0.36982	0.78673	0.12075	0.47241
CDK5RAP1	4	-0.039721	-0.14105	0.26141	0.69678	0.88783	0.92936
MANBAL	4	0.13741	0.6499	0.62013	0.90696	0.51576	0.66684
CDR2L	4	0.48512	1.5309	0.31975	0.7478	0.1258	0.47241
CARD10	4	0.34293	1.7545	0.73948	0.94453	0.079342	0.47241
STBD1	4	0.43731	1.4825	0.44292	0.83391	0.1382	0.47241
PPFIA3	4	0.61408	1.6385	0.10407	0.47346	0.10132	0.47241
AMBP	4	0.32388	1.4061	0.804	0.9611	0.1597	0.47241
ZNF793	4	-0.03862	-0.27595	0.26271	0.69804	0.78259	0.85698
SHARPIN	4	0.57149	1.0147	0.1566	0.5688	0.31024	0.53134
HELT	4	0.43225	1.5155	0.45725	0.84237	0.12963	0.47241
RETSAT	4	0.37518	0.64961	0.63274	0.91255	0.51594	0.66699
ASH1L	4	-0.1301	-1.0337	0.16105	0.57554	0.30126	0.52676
ZNF70	4	0.041451	0.18532	0.39577	0.80659	0.85298	0.90653
RHOXF2B	4	-0.12553	-1.104	0.16534	0.58249	0.26961	0.5075
UBE2N	4	-0.50959	-1.3406	0.017528	0.17958	0.18004	0.47241
UXS1	4	-0.11331	-0.5052	0.1768	0.60114	0.61342	0.7348
PRDM2	4	-0.094328	-0.51888	0.196	0.6259	0.60384	0.72853
HSFX1	4	-0.089875	-0.5083	0.20003	0.6294	0.61124	0.73361
GALT	4	-0.1135	-0.84108	0.17659	0.60075	0.4003	0.58833
CCDC53	3	0.085171	0.317	0.52684	0.87508	0.75124	0.83524
AIG1	4	0.19447	1.029	0.77841	0.95508	0.30347	0.52745
ZNF100	3	-0.74338	-2.3634	0.0098891	0.12289	0.018108	0.27467
ILVBL	4	0.19241	0.9325	0.77234	0.95381	0.35108	0.55674
RHBG	4	0.31024	1.1477	0.84957	0.96937	0.25111	0.49609
PCGF6	4	0.10696	0.50484	0.54353	0.88341	0.61367	0.73501
MAGEF1	4	0.21844	0.50999	0.84952	0.96937	0.61006	0.73279
TXNDC17	4	0.22661	1.0087	0.87427	0.97463	0.3131	0.53316
LOC101929983	4	0.1126	0.54	0.5564	0.88757	0.5892	0.7182
PRDX5	4	0.29786	1.21	0.89195	0.97915	0.22628	0.48512
FAM131C	4	0.43433	1.364	0.45144	0.83921	0.17257	0.47241
CTLA4	4	0.30808	1.3173	0.85684	0.97066	0.18774	0.47352
SPIN4	4	0.19233	0.71868	0.77224	0.95381	0.47234	0.63519
SCAF11	4	0.6368	0.97607	0.082514	0.42714	0.32903	0.54298
MEI4	4	0.33145	1.4975	0.77967	0.95508	0.13427	0.47241
ABRA	4	0.29574	1.3161	0.89844	0.98044	0.18813	0.47374
SS18L2	4	-1.2057	-2.858	0	0	0.0042626	0.10286
GEM	4	0.35692	1.6114	0.69176	0.92942	0.10709	0.47241
CRADD	4	0.37704	1.0608	0.62683	0.91013	0.28878	0.5182
CBR1	4	0.42581	1.5461	0.47577	0.85222	0.12208	0.47241
MLYCD	4	0.36047	1.5473	0.68078	0.92493	0.1218	0.47241
BACE1	4	-0.2902	-1.701	0.065718	0.38653	0.088935	0.47241
CRYM	4	0.25223	1.2066	0.95961	0.99409	0.22759	0.48572
PRB3	4	0.12442	0.85565	0.58712	0.89715	0.39219	0.58327
TBC1D9	4	0.40369	1.4075	0.54489	0.88412	0.15928	0.47241
RTCB	4	-0.77802	-2.4732	0.0027731	0.05	0.013391	0.22586
CRTC3	4	0.36115	1.377	0.67853	0.92463	0.16852	0.47241
CNPY4	4	0.071945	0.44011	0.4618	0.8436	0.65986	0.76973
C5orf47	4	0.58442	1.7613	0.1385	0.54142	0.078192	0.47241
NCLN	4	0.23687	1.1129	0.90781	0.98342	0.26575	0.50527
FANCA	3	-0.13594	-0.91728	0.20458	0.63423	0.359	0.56234
ZNF281	4	0.37224	1.4259	0.64316	0.91622	0.15388	0.47241
AFF2	4	0.12732	1.0076	0.59429	0.89893	0.31365	0.5333
SYVN1	4	0.10249	0.53675	0.53166	0.87704	0.59144	0.71984
CAMK2A	4	0.36712	1.423	0.65906	0.91891	0.15473	0.47241
ATG12	4	0.23612	0.69015	0.90598	0.98314	0.4901	0.64791
ARPC4-TTLL3	4	-0.24467	-1.5511	0.083403	0.42988	0.12087	0.47241
CUL7	4	-0.0069068	-0.041758	0.31106	0.74347	0.96669	0.97965
MAGEA10-MAGEA5	4	0.32362	1.37	0.80541	0.96141	0.17069	0.47241
UBXN2B	4	-0.22444	-1.2137	0.093606	0.45161	0.22488	0.48512
FAM83F	4	0.28479	1.3736	0.93669	0.98983	0.16956	0.47241
TRIM68	3	0.49074	1.1741	0.38567	0.80069	0.24035	0.49112
HMGB2	4	-0.043699	-0.2321	0.25638	0.69159	0.81646	0.88144
NOS3	4	0.19404	0.88604	0.77752	0.95508	0.3756	0.57231
ZCCHC18	4	0.21717	0.52614	0.84533	0.96883	0.59879	0.7246
MAL	4	-0.028644	-0.19531	0.27841	0.71417	0.84515	0.90158
KBTBD6	4	0.45775	1.6073	0.38955	0.80348	0.10798	0.47241
DPP9	4	0.25508	0.72561	0.96944	0.99501	0.46808	0.63155
C6orf141	4	0.51534	1.3233	0.25419	0.68996	0.18575	0.47317
RPL13A	4	-0.38037	-0.69612	0.038876	0.29114	0.48635	0.64528
ADCK2	4	-0.35175	-2.2558	0.045783	0.31993	0.02408	0.33165
FSCN2	4	0.57898	1.411	0.14698	0.55536	0.15824	0.47241
TP53INP2	4	0.45531	1.9164	0.39567	0.80659	0.055315	0.47241
SH3RF3	4	0.62939	1.5992	0.090728	0.44496	0.10977	0.47241
ATP5J	4	-0.21594	-0.9402	0.097949	0.45986	0.34711	0.55454
TRADD	4	0.44005	1.5384	0.43554	0.82933	0.12394	0.47241
TFEB	4	0.072592	0.31773	0.46316	0.84417	0.75069	0.83477
KLF14	4	0.65373	1.4859	0.069119	0.39265	0.1373	0.47241
BUD13	4	-0.55784	-2.536	0.012924	0.14711	0.011214	0.19936
HDAC2	4	-0.20742	-0.73402	0.10297	0.47093	0.46294	0.62855
ADAP2	4	-0.22954	-1.1588	0.091095	0.44584	0.24654	0.49352
PHF11	4	0.35232	1.0757	0.70851	0.93602	0.28206	0.51397
DPF1	4	0.41474	0.73162	0.50811	0.86682	0.4644	0.62943
MED24	4	0.40379	1.4132	0.54447	0.88389	0.1576	0.47241
AP1B1	4	0.13275	0.44644	0.60789	0.90276	0.65528	0.76635
KIAA1614	4	0.17009	1.022	0.70882	0.93602	0.30677	0.52965
CLIC6	4	0.56401	1.5254	0.16686	0.58503	0.12716	0.47241
DKK3	4	0.7181	1.2181	0.035213	0.27627	0.22318	0.48506
MATN4	4	0.64122	0.96027	0.078903	0.41877	0.33692	0.54778
ARMC5	4	-0.044397	-0.15801	0.2557	0.69152	0.87445	0.92085
ACAP3	4	-0.019219	-0.1669	0.29217	0.72816	0.86745	0.91634
IL27RA	4	0.43276	1.1378	0.45594	0.84126	0.25521	0.49812
MED26	4	-0.26051	-1.4182	0.076758	0.41301	0.15614	0.47241
SLC6A1	4	0.33275	1.3447	0.77595	0.95475	0.17872	0.47241
COMMD9	4	-0.21468	-1.1814	0.098786	0.46184	0.23746	0.49027
NXNL1	4	0.1027	0.49588	0.53218	0.87742	0.61998	0.7395
EIF3J	4	-0.27441	-1.3895	0.071055	0.39777	0.16467	0.47241
PTPRK	4	0.28199	0.71251	0.94475	0.99038	0.47615	0.63798
MBLAC2	4	0.40054	1.3683	0.55395	0.8862	0.1712	0.47241
SMOX	4	-0.17199	-0.91931	0.12641	0.51834	0.35793	0.56169
IDNK	4	0.02386	0.073122	0.36155	0.77959	0.94171	0.9639
SAPCD2	4	0.61593	1.0941	0.1024	0.47043	0.27392	0.50994
PPP2R1A	4	-0.89988	-2.9722	0.00083717	0.020592	0.0029565	0.080035
ITFG2	4	0.15539	0.67271	0.66733	0.9216	0.50113	0.65606
CKAP4	4	0.49496	1.3943	0.29819	0.73281	0.16322	0.47241
ATG2A	4	0.4902	0.91085	0.30871	0.74174	0.36238	0.56403
RAB27A	4	0.21901	0.83997	0.85119	0.9697	0.40092	0.58847
GOLGA7B	4	0.26477	0.94746	0.99984	0.9999	0.3434	0.55189
XRRA1	4	0.2898	0.73421	0.92052	0.98605	0.46282	0.62855
THEG	4	-0.15432	-1.0055	0.14038	0.5451	0.31467	0.53398
C16orf89	4	0.20402	1.151	0.80489	0.96138	0.24974	0.49541
SRGAP2C	4	0.64436	0.9738	0.076863	0.41322	0.33016	0.54338
C15orf26	4	0.24381	0.79176	0.92879	0.98836	0.4285	0.60573
NETO2	4	0.057966	0.22572	0.43046	0.82589	0.82142	0.88435
SDR42E1	4	0.36862	1.538	0.65409	0.91798	0.12404	0.47241
CEBPB	4	0.45881	1.2076	0.38635	0.80095	0.22719	0.48572
ZC4H2	4	0.11548	0.57177	0.56357	0.88857	0.56748	0.70239
USP13	4	0.4482	1.7156	0.4121	0.8138	0.086242	0.47241
C2orf50	4	0.54848	1.5551	0.19271	0.6215	0.11993	0.47241
ZNF229	4	0.10068	0.56361	0.52668	0.87508	0.57302	0.70643
DLX2	4	0.53084	1.6562	0.22488	0.65799	0.097676	0.47241
ANAPC13	4	-0.31267	-1.1874	0.056928	0.35684	0.23508	0.48973
RHOG	4	-0.014263	-0.047197	0.29924	0.73281	0.96236	0.97713
ZMYM6NB	4	0.39186	1.4486	0.581	0.8966	0.14745	0.47241
TMEM253	4	0.19795	1.1699	0.78704	0.9562	0.24206	0.49184
RPS6KA6	4	0.17735	0.8146	0.73048	0.94205	0.4153	0.59771
NR2C1	4	-0.12498	-0.62217	0.16576	0.58289	0.53383	0.679
MPP3	4	0.31723	1.04	0.82655	0.96408	0.29836	0.52488
GOLGA6L9	4	-0.20702	-0.86188	0.10329	0.47146	0.38875	0.58116
TUBA3D	4	0.22362	1.1232	0.86427	0.97267	0.26137	0.50154
IL17D	4	0.40595	1.5614	0.53657	0.87943	0.11843	0.47241
TAZ	4	0.3176	1.2304	0.82545	0.96408	0.21854	0.48329
TMEM63C	4	0.55812	1.739	0.1767	0.601	0.082035	0.47241
ACRV1	4	-0.10469	-0.57231	0.18601	0.61304	0.56711	0.70203
RPS28	4	-0.89624	-3.1106	0.00088949	0.021684	0.0018673	0.058125
ITGA9	4	0.31282	0.80671	0.84104	0.96804	0.41983	0.60045
ARL14EPL	4	0.15846	0.37844	0.6756	0.92463	0.7051	0.80243
PRAMEF14	4	0.28608	1.4	0.93261	0.98891	0.16151	0.47241
C16orf82	3	0.35755	1.2889	0.74524	0.94575	0.19742	0.47785
NRROS	4	0.41665	1.7212	0.50225	0.86398	0.085222	0.47241
SUSD2	4	0.24099	1.4734	0.92	0.98598	0.14065	0.47241
NUDT16L1	4	0.40079	1.7833	0.55337	0.8862	0.074533	0.47241
MRPL47	4	-0.60093	-2.619	0.0097844	0.12214	0.0088177	0.16888
SERTAD3	4	0.4206	1.1773	0.49048	0.85995	0.23906	0.4908
LOC729159	4	0.48728	1.5394	0.31462	0.74575	0.12371	0.47241
C16orf92	4	0.22431	1.0545	0.86652	0.97267	0.29165	0.5202
POLR1A	4	-1.4815	-4.2415	0	0	2.2202e-05	0.0036045
CT47B1	4	0.67568	1.606	0.055306	0.35183	0.10826	0.47241
DRD2	4	0.040531	0.28223	0.39389	0.80554	0.77777	0.85331
EARS2	4	-0.77451	-2.6364	0.0027731	0.05	0.0083783	0.1639
MCM5	4	-1.1083	-3.3119	5.2323e-05	0.0020243	0.00092671	0.036976
DNAJC6	4	0.19164	0.84851	0.7702	0.95324	0.39615	0.58583
OXTR	4	0.49554	1.8569	0.29636	0.73084	0.063318	0.47241
KIAA1033	4	0.01144	0.057771	0.34068	0.76617	0.95393	0.97167
NXN	4	0.34475	1.3367	0.73368	0.9432	0.18131	0.47241
AKT1	4	0.22286	1.3058	0.86181	0.97203	0.19162	0.47571
ZNF852	4	0.10812	0.57985	0.54641	0.88466	0.56201	0.69848
LNX2	4	0.37046	1.3416	0.64828	0.91644	0.17973	0.47241
HECA	4	0.15478	0.90384	0.66581	0.92124	0.36608	0.56626
DDX39B	4	-0.27492	-1.2836	0.070898	0.39759	0.19928	0.47797
H1FX	4	0.42034	1.4311	0.49084	0.85997	0.15241	0.47241
SLC12A8	4	0.30569	1.7664	0.86516	0.97267	0.077322	0.47241
LRRC14	4	0.18598	0.41032	0.75413	0.94836	0.68157	0.78605
TMED1	4	0.28593	1.2494	0.93318	0.98897	0.21153	0.48173
ACO1	4	-0.14375	-0.98994	0.1487	0.55682	0.3222	0.53811
CD1E	4	-0.023087	-0.081995	0.28642	0.72216	0.93465	0.95965
SPATS2	4	-0.048604	-0.37229	0.24937	0.68595	0.70968	0.80567
TH	4	0.58349	1.5334	0.14038	0.5451	0.12518	0.47241
TMEM261	4	0.39526	1.02	0.56964	0.89019	0.30773	0.53023
DMRTA2	4	0.64686	1.2486	0.074037	0.40533	0.21181	0.48173
SIX5	4	0.3643	1.2529	0.66827	0.92233	0.21025	0.48154
SH3BGRL3	4	0.10959	0.79882	0.54976	0.88517	0.4244	0.60331
MAFK	4	0.088626	0.30292	0.49801	0.86234	0.76195	0.84251
SRPK3	4	0.48346	1.693	0.32372	0.75085	0.090448	0.47241
NR4A3	4	0.71392	0.81993	0.03694	0.28422	0.41226	0.59548
CSRP2	4	0.49387	1.6164	0.30044	0.73327	0.10601	0.47241
RTEL1	4	-1.0512	-2.9736	0.00010465	0.0037037	0.0029429	0.079779
SLC2A1	4	0.3274	1.6695	0.79207	0.95744	0.095013	0.47241
GLUD2	4	0.07131	0.36218	0.4605	0.84301	0.71722	0.81095
C11orf71	4	0.5295	1.6972	0.22734	0.66023	0.089662	0.47241
NPTX2	4	0.26843	1.2269	0.98791	0.99857	0.21988	0.48329
LRFN2	4	0.60347	1.5161	0.1159	0.4953	0.1295	0.47241
SPANXA2	4	-0.048596	-0.23176	0.24937	0.68595	0.81672	0.88156
HIST1H2AK	4	0.21855	1.1597	0.84999	0.96945	0.24616	0.49341
GABARAP	4	0.11929	0.6071	0.57336	0.89271	0.54379	0.686
RBP7	4	0.21688	0.78119	0.84429	0.96872	0.43469	0.61015
CLDN5	4	0.11555	0.73293	0.56368	0.88857	0.4636	0.62885
FAM71E2	4	0.44544	1.4933	0.41947	0.81999	0.13536	0.47241
C6orf226	4	0.49752	1.6019	0.29238	0.72828	0.10919	0.47241
C19orf54	4	0.45702	1.7169	0.39112	0.80411	0.086005	0.47241
HIST1H2AI	4	-0.79654	-2.3525	0.0021976	0.041874	0.018646	0.2795
REEP1	4	0.36289	1.1885	0.67246	0.92344	0.23465	0.48973
AIM2	4	0.045349	0.25528	0.40284	0.80986	0.79851	0.86818
ATXN7L3B	4	0.38431	1.7068	0.6037	0.90184	0.087852	0.47241
PRRG2	4	0.13375	0.33938	0.60962	0.90325	0.73432	0.82284
NCDN	4	0.091608	0.69558	0.50466	0.86536	0.48669	0.64552
FASTKD2	4	-0.17047	-0.4123	0.12741	0.51985	0.68012	0.78491
RNF126	4	0.29896	0.98581	0.88771	0.97816	0.32423	0.53961
ELMO3	4	0.40848	1.6796	0.5281	0.87529	0.093036	0.47241
GRTP1	4	0.52043	1.61	0.24513	0.68155	0.10741	0.47241
TPI1	4	-0.74144	-2.6979	0.0036626	0.060764	0.0069771	0.14686
SGSM1	4	0.88459	0.80914	0.0056509	0.083591	0.41843	0.59962
CNTF	4	0.43114	0.69281	0.46039	0.84301	0.48843	0.64686
AKT1S1	4	0.14266	0.81436	0.63379	0.91263	0.41544	0.59774
FXYD4	4	0.7203	1.6168	0.034533	0.27329	0.10591	0.47241
C1QTNF2	4	0.53553	1.7878	0.21636	0.64954	0.073812	0.47241
HAND1	4	0.98897	0.97908	0.0020406	0.039594	0.32754	0.54181
GSTA1	4	0.30276	1.3639	0.87437	0.97463	0.17259	0.47241
LRP1	4	0.36203	0.98526	0.67622	0.92463	0.3245	0.53961
IRAK4	4	-0.37596	-2.093	0.04008	0.29678	0.036353	0.44002
ZNF24	4	0.61766	1.2741	0.10083	0.4666	0.20262	0.47956
ZSCAN20	4	0.044302	0.25069	0.40111	0.80881	0.80205	0.87076
PRDM6	4	0.79373	1.5566	0.015278	0.16349	0.11956	0.47241
AKNA	4	0.38214	1.0342	0.61119	0.90382	0.30105	0.52675
FADS3	4	-0.01578	-0.090662	0.29699	0.73144	0.92776	0.95499
UAP1	4	0.25924	1.4978	0.98294	0.99745	0.13419	0.47241
SMARCD1	4	-1.052	-2.9079	0.00010465	0.0037037	0.003639	0.092239
LY6G6F	4	0.11467	0.72604	0.56132	0.88857	0.46781	0.63155
ACIN1	4	0.21673	0.97408	0.84366	0.96847	0.33002	0.54329
GP6	4	0.5129	1.7875	0.25916	0.69409	0.073855	0.47241
ELAVL4	4	0.57442	1.5755	0.15299	0.56328	0.11513	0.47241
DMGDH	4	0.211	1.1114	0.82555	0.96408	0.26641	0.50543
TTC29	4	0.34767	1.6251	0.72468	0.94168	0.10413	0.47241
AGPAT1	4	0.061109	0.28042	0.43836	0.83087	0.77916	0.85446
WBSCR28	4	0.60971	1.7758	0.10878	0.48114	0.075771	0.47241
LEF1	4	0.4486	1.4174	0.41116	0.81363	0.15637	0.47241
RNPC3	4	-0.10586	-0.4294	0.1846	0.61108	0.66763	0.77553
PERM1	4	0.11815	0.68069	0.57043	0.89055	0.49607	0.65237
CDAN1	4	-0.58566	-2.6185	0.010883	0.13131	0.0088309	0.16895
IQGAP1	4	0.48462	1.4052	0.32126	0.74896	0.15995	0.47241
APOC1	4	0.19284	0.62596	0.7736	0.95381	0.53134	0.67741
FMN2	4	0.89535	0.87377	0.0049707	0.074803	0.38224	0.57676
ABI3	4	0.53051	1.7207	0.22546	0.65867	0.085298	0.47241
DAPP1	4	0.44572	1.2304	0.41838	0.81935	0.21853	0.48329
APOBEC2	4	0.28111	1.2418	0.9471	0.99038	0.21431	0.48282
ZNF710	4	0.27761	1.3423	0.95835	0.99387	0.17949	0.47241
SMYD2	4	0.023361	0.099128	0.36087	0.77959	0.92104	0.95084
CENPJ	4	-0.02784	-0.19489	0.2793	0.71497	0.84548	0.90177
ACAT2	4	0.13836	0.56302	0.62285	0.90815	0.57342	0.70666
SLC25A18	4	0.34799	1.1641	0.72337	0.94093	0.24438	0.49252
UTF1	4	0.36185	0.9446	0.67685	0.92463	0.34486	0.55272
ABAT	4	0.50885	1.3967	0.26769	0.70362	0.16249	0.47241
KIAA2022	4	0.38641	0.97631	0.59737	0.90025	0.32891	0.54284
ZNF565	4	0.33476	1.0353	0.76962	0.95324	0.30055	0.52665
MFF	4	0.2342	0.98674	0.89949	0.98044	0.32377	0.53925
ARRDC3	4	0.45455	1.3775	0.39713	0.80667	0.16835	0.47241
SMG7	4	-0.34004	-1.0006	0.048556	0.32838	0.31704	0.53587
ZNF706	4	-0.25625	-1.618	0.078903	0.41877	0.10565	0.47241
PTGES2	4	0.33104	1.0355	0.78087	0.95508	0.30045	0.52657
PURA	4	0.48133	1.4535	0.32958	0.75603	0.14607	0.47241
PLA2G7	4	-0.30998	-1.499	0.057765	0.35863	0.13388	0.47241
PSMD1	4	-0.27349	-1.3332	0.071264	0.39778	0.18247	0.47241
CUX2	4	0.53351	1.3495	0.21976	0.65122	0.17718	0.47241
DACT2	4	0.16898	1.3087	0.70573	0.93472	0.19065	0.47553
ZNF23	4	0.059612	0.39227	0.43428	0.82854	0.69486	0.79516
FAM45A	4	0.20243	0.72978	0.79997	0.95988	0.46552	0.63037
XXYLT1	4	0.23877	1.1653	0.91435	0.98523	0.24391	0.49238
HAPLN1	4	-0.16055	-0.84087	0.13552	0.53521	0.40042	0.58844
MTMR7	4	0.25782	1.7246	0.97891	0.99718	0.084604	0.47241
MRPS17	4	0.29409	0.37559	0.90425	0.98238	0.70722	0.80421
C5orf49	4	-0.49517	-1.5828	0.018993	0.18799	0.11346	0.47241
PPP1R7	4	-0.85492	-2.3902	0.0015174	0.032548	0.01684	0.26102
KIAA0195	4	0.7687	1.067	0.020877	0.1994	0.28597	0.51665
MYL7	3	-0.3735	-1.6552	0.065142	0.38485	0.09789	0.47241
PRF1	4	0.647	1.2389	0.073985	0.40516	0.21539	0.48302
KXD1	2	0.37589	0.96943	0.77276	0.95381	0.33233	0.5447
USP17L12	4	0.189	0.99269	0.76256	0.95174	0.32086	0.53756
SNW1	4	-0.7075	-2.4087	0.0044998	0.069299	0.016011	0.25327
RRAGB	4	-0.23724	-0.81815	0.087327	0.43835	0.41327	0.59605
MX1	4	0.37629	1.1928	0.62903	0.91103	0.23293	0.48902
CFAP47	4	0.12622	0.56517	0.59177	0.89805	0.57196	0.70601
CYB561A3	4	0.53588	1.7874	0.21604	0.64932	0.073868	0.47241
SSX2IP	4	-0.48776	-2.1179	0.019987	0.19312	0.034184	0.42424
CYP4F12	4	0.15731	0.82447	0.67308	0.92347	0.40967	0.59383
